Month,Season,Product type,Price,Availability,Number of products sold,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping costs,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Location,Seasonal_Factor,Correct_Revenue
11,Festive,skincare,49.4,41,1931,Female,104,9,131,7,16.54,1445,6,94.23,Pass,0.105,Rail,Route C,66.01,Kolkata,1.3,124008.82
10,Festive,skincare,58.86,20,1774,Non-binary,390,10,112,12,17.17,127,12,83.96,Fail,0.143,Air,Route C,132.92,Hyderabad,1.3,135742.93
7,Rainy,skincare,91.87,20,1569,Male,81,17,164,10,12.84,568,23,51.2,Fail,0.216,Rail,Route A,65.33,Delhi,0.95,136936.83
12,Festive,skincare,98.36,22,403,Female,479,3,83,4,12.88,242,23,73.61,Fail,0.232,Sea,Route B,168.97,Chennai,1.3,51530.8
9,Rainy,skincare,56.59,95,1678,Female,33,13,184,6,15.79,795,5,65.69,Pending,0.232,Rail,Route C,139.95,Delhi,0.95,90210.12
7,Rainy,haircare,120.79,40,790,Female,141,8,23,9,8.77,893,32,25.06,Pending,0.089,Rail,Route C,211.31,Mumbai,0.95,90652.9
1,Winter,haircare,67.15,32,1824,Male,298,14,176,11,3.47,858,18,88.3,Pass,0.155,Air,Route B,127.77,Hyderabad,0.9,110233.44
1,Winter,haircare,140.66,80,1881,Non-binary,142,8,64,7,17.19,468,27,33.64,Pending,0.155,Rail,Route B,152.78,Bangalore,0.9,238123.31
9,Rainy,skincare,108.81,32,1933,Male,96,19,35,4,16.39,1491,12,44.23,Pending,0.072,Road,Route C,182.88,Chennai,0.95,199813.24
11,Festive,skincare,82.36,52,1277,Male,291,13,53,3,13.48,866,39,115.82,Pending,0.114,Sea,Route B,43.53,Chennai,1.3,136725.84
9,Rainy,haircare,124.79,25,715,Female,484,6,78,14,22.27,455,35,43.07,Pass,0.104,Rail,Route C,234.53,Chennai,0.95,84763.61
4,Summer,skincare,128.15,44,622,Non-binary,165,4,47,4,14.19,470,27,59.19,Fail,0.171,Road,Route A,153.71,Hyderabad,1.1,87680.23
9,Rainy,skincare,64.86,42,124,Female,288,6,21,7,9.68,365,11,115.99,Pass,0.149,Road,Route A,243.77,Bangalore,0.95,7640.51
3,Summer,skincare,70.77,45,907,Male,400,2,114,6,18.7,61,6,95.03,Pending,0.227,Air,Route B,65.93,Bangalore,1.1,70607.23
7,Rainy,haircare,142.31,23,124,Female,75,10,253,9,24.17,428,23,88.05,Pass,0.062,Sea,Route C,114.99,Hyderabad,0.95,16764.12
6,Rainy,haircare,49.77,54,695,Male,237,11,282,11,19.21,341,32,102.08,Pass,0.15,Rail,Route B,63.06,Hyderabad,0.95,32860.64
8,Rainy,skincare,35.06,94,1229,Male,192,11,290,3,22.99,859,37,25.94,Fail,0.175,Sea,Route B,120.92,Delhi,0.95,40934.3
11,Festive,skincare,84.49,44,1876,Male,59,3,201,13,5.48,913,22,108.71,Fail,0.015,Sea,Route B,58.7,Mumbai,1.3,206054.21
9,Rainy,skincare,126.15,39,1242,Female,378,11,97,3,5.66,944,14,45.22,Fail,0.159,Rail,Route A,77.01,Hyderabad,0.95,148844.38
5,Summer,skincare,122.6,20,207,Non-binary,178,8,148,5,6.4,1154,30,35.36,Pending,0.149,Sea,Route A,63.69,Bangalore,1.1,27916.02
1,Winter,haircare,140.34,87,1453,Female,379,17,155,14,18.46,976,19,102.95,Pass,0.08,Sea,Route A,162.01,Bangalore,0.9,183522.62
3,Summer,skincare,93.98,42,279,Male,484,1,173,10,11.57,837,36,48.04,Pending,0.246,Air,Route B,164.32,Chennai,1.1,28842.46
10,Festive,haircare,42.01,41,980,Female,51,16,268,6,13.51,935,21,43.86,Fail,0.102,Rail,Route C,191.15,Hyderabad,1.3,53520.74
12,Festive,haircare,100.64,81,230,Male,267,7,96,8,8.76,1111,5,99.09,Pending,0.044,Rail,Route C,187.75,Bangalore,1.3,30091.36
8,Rainy,haircare,123.41,20,1930,Non-binary,148,8,248,8,19.19,694,19,25.57,Pass,0.138,Rail,Route B,195.12,Kolkata,0.95,226272.24
11,Festive,skincare,41.2,78,702,Non-binary,310,13,274,7,21.6,249,30,27.62,Pending,0.09,Sea,Route B,232.0,Chennai,1.3,37599.12
6,Rainy,haircare,50.72,87,852,Male,55,5,203,13,6.52,1345,38,101.3,Pass,0.058,Sea,Route C,75.82,Chennai,0.95,41052.77
8,Rainy,haircare,31.47,38,858,Non-binary,486,18,137,7,7.24,621,8,61.89,Pending,0.084,Road,Route B,218.5,Chennai,0.95,25651.2
9,Rainy,skincare,101.24,49,267,Male,367,12,131,10,10.47,762,31,104.64,Pending,0.184,Air,Route A,221.97,Mumbai,0.95,25679.53
4,Summer,skincare,136.41,20,322,Female,85,16,253,5,9.16,1195,11,98.93,Fail,0.075,Air,Route A,135.32,Delhi,1.1,48316.42
1,Winter,skincare,110.48,67,568,Female,304,3,56,3,14.69,1301,33,75.76,Pending,0.144,Rail,Route B,64.52,Mumbai,0.9,56477.38
1,Winter,haircare,147.84,38,377,Non-binary,446,12,121,8,19.56,375,25,94.96,Pass,0.0,Rail,Route A,52.04,Delhi,0.9,50162.11
10,Festive,skincare,37.56,71,289,Non-binary,176,19,84,7,20.45,657,19,34.32,Pending,0.029,Rail,Route C,174.38,Hyderabad,1.3,14111.29
4,Summer,haircare,138.36,41,630,Male,62,18,39,5,7.59,1347,11,39.04,Pass,0.186,Air,Route B,145.44,Hyderabad,1.1,95883.48
12,Festive,haircare,127.69,69,1649,Non-binary,294,8,17,2,6.86,1333,32,104.26,Pass,0.051,Air,Route A,202.17,Mumbai,1.3,273729.05
7,Rainy,skincare,67.71,85,1878,Non-binary,140,13,17,5,11.0,221,13,54.13,Pending,0.198,Air,Route C,213.94,Hyderabad,0.95,120801.41
2,Winter,haircare,146.82,25,720,Non-binary,211,8,248,7,6.25,287,34,20.5,Pass,0.069,Rail,Route B,57.52,Delhi,0.9,95139.36
3,Summer,haircare,64.55,83,1313,Male,495,10,200,12,5.02,397,36,115.34,Pending,0.052,Air,Route A,107.33,Kolkata,1.1,93229.56
1,Winter,haircare,136.72,40,317,Female,373,14,137,4,8.34,724,17,91.18,Pending,0.172,Road,Route A,129.27,Hyderabad,0.9,39006.22
5,Summer,haircare,135.69,38,1422,Male,50,15,20,14,11.67,1444,37,104.54,Pass,0.025,Rail,Route A,136.31,Delhi,1.1,212246.3
1,Winter,skincare,120.92,56,1434,Male,376,15,265,14,15.93,595,6,111.27,Pending,0.091,Air,Route B,45.16,Bangalore,0.9,156059.35
8,Rainy,haircare,97.62,82,335,Non-binary,38,6,242,2,18.91,162,24,83.12,Fail,0.019,Air,Route A,125.33,Delhi,0.95,31067.56
1,Winter,skincare,44.4,48,267,Female,499,14,195,13,7.9,214,26,70.31,Fail,0.05,Rail,Route B,115.21,Kolkata,0.9,10669.32
11,Festive,haircare,93.84,79,879,Male,304,6,130,3,21.01,1473,39,35.08,Pass,0.039,Sea,Route A,50.46,Kolkata,1.3,107230.97
1,Winter,haircare,72.82,53,292,Non-binary,92,1,176,7,3.74,237,30,38.85,Fail,0.202,Sea,Route A,85.85,Kolkata,0.9,19137.1
2,Winter,skincare,125.07,20,341,Male,410,10,153,2,12.77,1181,7,65.06,Pass,0.145,Rail,Route A,181.82,Mumbai,0.9,38383.98
2,Winter,haircare,120.98,67,1285,Non-binary,461,19,110,7,16.93,1282,25,26.67,Fail,0.205,Road,Route B,110.31,Hyderabad,0.9,139913.37
12,Festive,haircare,139.27,40,1999,Female,95,11,31,2,9.41,1072,33,98.67,Pass,0.248,Sea,Route A,208.35,Hyderabad,1.3,361920.95
6,Rainy,haircare,31.78,53,1462,Female,207,3,208,2,18.04,676,5,75.84,Pending,0.139,Road,Route A,86.99,Kolkata,0.95,44139.24
7,Rainy,haircare,127.09,45,890,Non-binary,198,6,278,7,22.08,1107,25,112.6,Fail,0.24,Rail,Route C,146.45,Hyderabad,0.95,107454.6
5,Summer,haircare,142.62,55,554,Male,498,9,91,14,4.97,1131,9,82.47,Pending,0.024,Rail,Route B,211.68,Hyderabad,1.1,86912.63
1,Winter,haircare,124.72,42,1258,Male,357,9,179,2,14.28,650,7,117.22,Pass,0.029,Sea,Route C,141.64,Bangalore,0.9,141207.98
1,Winter,skincare,45.62,66,292,Female,495,4,22,13,3.41,353,30,47.87,Fail,0.125,Road,Route A,249.86,Delhi,0.9,11988.94
3,Summer,skincare,39.75,95,1525,Male,325,3,206,10,9.15,1028,32,54.99,Pending,0.032,Air,Route C,152.63,Bangalore,1.1,66680.62
2,Winter,skincare,32.5,63,491,Non-binary,424,19,104,3,6.01,121,39,62.33,Pass,0.229,Sea,Route C,82.04,Delhi,0.9,14361.75
5,Summer,haircare,105.45,39,700,Non-binary,156,11,276,10,16.73,629,25,49.53,Fail,0.126,Road,Route B,195.02,Kolkata,1.1,81196.5
12,Festive,haircare,105.56,46,1165,Non-binary,181,19,60,6,8.47,649,27,99.57,Pending,0.219,Rail,Route A,166.63,Delhi,1.3,159870.62
10,Festive,haircare,148.43,80,192,Female,309,17,197,6,9.21,773,6,73.35,Pending,0.055,Rail,Route C,171.03,Mumbai,1.3,37048.13
6,Rainy,skincare,77.77,56,1338,Female,66,8,13,11,7.52,1332,9,65.51,Pass,0.164,Rail,Route B,114.05,Chennai,0.95,98853.45
7,Rainy,haircare,69.83,71,448,Female,43,6,272,9,8.36,1096,7,65.64,Pass,0.068,Sea,Route B,95.45,Mumbai,0.95,29719.65
4,Summer,skincare,104.93,94,612,Non-binary,355,5,40,2,7.95,132,13,101.44,Pending,0.14,Rail,Route C,85.14,Bangalore,1.1,70638.88
7,Rainy,haircare,129.07,81,1458,Female,303,8,127,10,18.35,840,26,44.1,Pending,0.217,Rail,Route A,56.17,Kolkata,0.95,178774.86
11,Festive,haircare,142.41,85,1522,Non-binary,193,8,218,2,24.03,50,24,52.09,Pending,0.071,Road,Route A,110.74,Chennai,1.3,281772.43
8,Rainy,haircare,126.37,43,1023,Male,326,3,211,6,13.79,416,8,112.96,Pass,0.118,Sea,Route A,56.37,Hyderabad,0.95,122812.68
11,Festive,skincare,81.2,99,1287,Female,386,19,95,9,16.21,54,38,59.73,Pending,0.128,Air,Route C,131.13,Mumbai,1.3,135855.72
1,Winter,haircare,106.19,31,205,Male,281,16,39,2,21.0,1057,36,119.57,Pending,0.154,Road,Route C,83.23,Kolkata,0.9,19592.06
6,Rainy,skincare,132.76,35,1355,Male,249,10,166,6,13.47,118,19,63.74,Pass,0.2,Road,Route C,198.34,Chennai,0.95,170895.31
8,Rainy,haircare,88.87,55,1091,Female,210,3,218,14,9.64,644,19,62.26,Pending,0.03,Rail,Route A,116.6,Bangalore,0.95,92109.31
5,Summer,haircare,56.0,21,1681,Female,137,9,52,13,23.92,958,21,79.34,Pass,0.134,Rail,Route B,157.88,Mumbai,1.1,103549.6
4,Summer,skincare,50.37,81,816,Male,72,8,94,4,22.94,1273,34,104.67,Pass,0.036,Sea,Route C,202.85,Kolkata,1.1,45212.11
2,Winter,haircare,30.02,83,1656,Male,211,8,185,9,7.85,842,17,91.93,Pass,0.045,Rail,Route A,108.81,Chennai,0.9,44741.81
6,Rainy,haircare,116.19,48,1300,Male,455,8,240,14,18.47,637,10,96.16,Pending,0.123,Rail,Route A,100.9,Chennai,0.95,143494.65
6,Rainy,haircare,43.33,93,1802,Non-binary,79,7,159,4,17.24,556,35,117.69,Pending,0.021,Air,Route C,61.88,Chennai,0.95,74176.63
11,Festive,haircare,59.26,50,1417,Male,444,14,269,13,17.29,1311,24,99.63,Pending,0.022,Road,Route A,43.99,Mumbai,1.3,109162.85
1,Winter,skincare,65.75,34,1388,Non-binary,30,17,12,9,21.27,334,20,66.72,Pending,0.045,Air,Route B,154.85,Bangalore,0.9,82134.9
9,Rainy,skincare,97.25,74,887,Female,279,12,244,12,17.83,1308,24,85.67,Fail,0.118,Air,Route B,158.7,Bangalore,0.95,81947.71
12,Festive,haircare,77.75,52,1975,Male,289,5,91,12,14.4,424,6,103.05,Fail,0.046,Air,Route A,120.34,Hyderabad,1.3,199623.12
11,Festive,haircare,110.96,71,1643,Female,160,2,261,3,21.61,434,20,36.95,Fail,0.095,Air,Route B,107.32,Delhi,1.3,236999.46
6,Rainy,skincare,36.68,39,1393,Male,162,15,163,11,8.83,1011,39,54.76,Pending,0.217,Sea,Route A,244.24,Delhi,0.95,48540.48
3,Summer,haircare,44.87,92,1953,Female,132,11,280,4,17.94,1057,23,80.48,Fail,0.232,Sea,Route A,55.46,Bangalore,1.1,96394.22
4,Summer,skincare,89.91,57,1335,Male,283,15,183,14,18.43,851,36,58.01,Fail,0.138,Air,Route B,80.74,Kolkata,1.1,132032.84
12,Festive,haircare,70.44,22,1286,Non-binary,363,13,33,2,22.15,1298,39,25.41,Fail,0.247,Rail,Route B,198.5,Chennai,1.3,117761.59
11,Festive,skincare,65.5,73,922,Female,30,19,11,2,24.96,498,8,114.03,Fail,0.176,Air,Route B,84.43,Kolkata,1.3,78508.3
4,Summer,skincare,38.04,85,1680,Female,387,12,196,5,15.27,1275,37,73.99,Pending,0.034,Air,Route B,189.47,Kolkata,1.1,70297.92
3,Summer,skincare,137.49,37,1016,Male,118,15,173,6,13.66,259,10,83.47,Pending,0.185,Road,Route A,236.97,Kolkata,1.1,153658.82
10,Festive,skincare,113.02,26,1868,Non-binary,492,12,54,4,16.22,1095,36,91.94,Fail,0.166,Air,Route A,191.98,Hyderabad,1.3,274457.77
3,Summer,haircare,44.59,54,1176,Non-binary,42,18,103,3,17.49,742,7,23.64,Pending,0.216,Sea,Route C,208.88,Chennai,1.1,57681.62
3,Summer,haircare,37.81,99,1356,Non-binary,258,4,213,2,18.69,371,25,38.18,Pass,0.125,Sea,Route A,205.43,Kolkata,1.1,56397.4
4,Summer,skincare,146.98,79,1561,Male,128,11,132,4,9.19,264,30,110.35,Pending,0.147,Air,Route B,124.8,Mumbai,1.1,252379.36
7,Rainy,skincare,111.74,43,953,Female,282,15,46,2,13.71,1332,11,98.72,Fail,0.099,Road,Route B,73.19,Kolkata,0.95,101163.81
4,Summer,skincare,80.09,58,782,Male,344,5,127,11,11.16,426,36,26.61,Pending,0.004,Road,Route B,83.65,Bangalore,1.1,68893.42
9,Rainy,skincare,114.21,31,1122,Non-binary,179,5,149,11,3.85,1290,19,98.77,Fail,0.151,Sea,Route A,236.17,Mumbai,0.95,121736.44
1,Winter,haircare,120.76,72,1641,Non-binary,239,10,131,7,16.41,1242,8,109.98,Pending,0.237,Road,Route A,56.83,Delhi,0.9,178350.44
8,Rainy,skincare,123.6,83,1050,Female,191,10,241,14,22.25,574,21,36.7,Pending,0.041,Sea,Route C,118.72,Kolkata,0.95,123291.0
7,Rainy,skincare,87.35,23,143,Male,406,6,238,12,23.27,571,22,26.26,Pass,0.043,Rail,Route B,171.33,Bangalore,0.95,11866.5
2,Winter,skincare,81.59,24,702,Male,113,6,237,4,14.38,1463,21,106.3,Fail,0.103,Rail,Route A,76.54,Hyderabad,0.9,51548.56
8,Rainy,skincare,31.32,35,1831,Non-binary,141,6,228,13,19.85,472,18,80.08,Fail,0.211,Sea,Route C,69.0,Mumbai,0.95,54479.57
1,Winter,skincare,141.19,46,1639,Female,319,7,164,5,18.67,988,5,119.0,Pending,0.147,Rail,Route B,169.91,Hyderabad,0.9,208269.37
11,Festive,skincare,102.4,23,732,Female,216,18,16,9,8.04,390,37,90.53,Pass,0.128,Sea,Route B,223.19,Chennai,1.3,97443.84
12,Festive,skincare,54.38,91,1698,Non-binary,70,4,12,11,4.38,428,21,71.11,Fail,0.216,Air,Route C,233.23,Kolkata,1.3,120038.41
9,Rainy,haircare,140.35,67,191,Male,336,14,13,6,19.45,1462,36,44.56,Fail,0.05,Air,Route B,183.78,Delhi,0.95,25466.51
9,Rainy,skincare,139.79,27,858,Male,326,11,225,12,9.22,1298,35,89.98,Pending,0.239,Sea,Route C,190.18,Bangalore,0.95,113942.83
2,Winter,skincare,148.7,65,830,Female,436,7,273,6,15.09,366,31,27.69,Fail,0.241,Road,Route C,237.04,Hyderabad,0.9,111078.9
7,Rainy,skincare,134.89,63,1053,Female,39,18,54,9,14.53,576,21,61.57,Pass,0.203,Road,Route A,121.64,Mumbai,0.95,134937.21
10,Festive,haircare,149.73,86,1561,Non-binary,49,2,214,11,20.99,955,34,54.67,Pending,0.074,Sea,Route A,244.66,Chennai,1.3,303847.09
3,Summer,haircare,59.36,71,436,Female,396,2,210,11,17.18,562,10,80.29,Pending,0.094,Road,Route A,104.12,Mumbai,1.1,28469.06
7,Rainy,haircare,131.07,53,1866,Male,319,7,259,13,21.64,379,15,42.2,Pending,0.101,Sea,Route C,116.32,Chennai,0.95,232347.79
12,Festive,skincare,128.76,81,1417,Male,489,11,221,13,19.55,1345,10,36.29,Fail,0.043,Road,Route A,199.69,Bangalore,1.3,237188.8
10,Festive,skincare,57.71,40,799,Female,105,18,142,12,25.0,1424,34,34.96,Fail,0.011,Sea,Route A,190.12,Mumbai,1.3,59943.38
9,Rainy,skincare,41.81,43,1943,Non-binary,249,7,183,14,22.01,77,22,51.05,Fail,0.016,Sea,Route C,117.79,Mumbai,0.95,77174.99
4,Summer,haircare,147.53,63,1024,Male,176,5,78,11,7.64,1110,8,106.35,Pending,0.154,Road,Route C,50.07,Hyderabad,1.1,166177.79
12,Festive,skincare,65.52,60,779,Male,424,2,152,5,24.15,680,36,59.72,Pass,0.242,Air,Route C,173.22,Mumbai,1.3,66352.1
1,Winter,haircare,134.51,48,1066,Non-binary,485,14,26,14,10.48,444,13,109.13,Pass,0.021,Road,Route C,166.62,Bangalore,0.9,129048.89
2,Winter,haircare,30.5,25,363,Female,200,7,257,9,16.37,774,7,94.74,Pass,0.16,Rail,Route C,225.57,Mumbai,0.9,9964.35
1,Winter,haircare,32.52,75,204,Male,131,10,237,11,23.71,342,31,91.54,Pending,0.03,Rail,Route C,102.75,Hyderabad,0.9,5970.67
12,Festive,haircare,85.9,33,323,Male,158,18,180,6,7.71,471,7,96.8,Fail,0.144,Rail,Route A,231.5,Hyderabad,1.3,36069.41
5,Summer,haircare,58.65,69,1542,Non-binary,29,8,215,7,21.86,1322,31,70.38,Fail,0.111,Sea,Route A,160.29,Mumbai,1.1,99482.13
5,Summer,skincare,112.78,97,1077,Female,310,16,100,2,23.97,1491,17,46.91,Fail,0.009,Air,Route B,85.5,Mumbai,1.1,133610.47
11,Festive,skincare,97.87,71,214,Non-binary,429,14,123,10,21.78,1019,12,37.86,Pass,0.089,Rail,Route C,122.46,Kolkata,1.3,27227.43
7,Rainy,haircare,39.3,96,990,Non-binary,398,9,31,5,21.02,605,18,69.69,Fail,0.196,Rail,Route A,82.26,Mumbai,0.95,36961.65
9,Rainy,skincare,49.52,20,1358,Female,389,6,146,2,8.82,304,30,57.56,Pending,0.049,Sea,Route C,136.82,Hyderabad,0.95,63885.75
9,Rainy,skincare,76.57,31,1907,Male,447,7,222,8,11.96,1281,33,85.78,Pass,0.13,Air,Route B,139.25,Bangalore,0.95,138718.04
3,Summer,haircare,52.27,43,1397,Non-binary,257,9,12,11,19.73,1257,7,54.91,Pending,0.064,Road,Route B,206.48,Bangalore,1.1,80323.31
3,Summer,haircare,125.07,56,1353,Male,151,7,296,5,5.6,452,28,25.71,Pending,0.231,Rail,Route C,196.0,Mumbai,1.1,186141.68
3,Summer,skincare,79.93,89,828,Male,349,9,22,6,22.54,1088,19,57.92,Pass,0.232,Sea,Route C,162.21,Chennai,1.1,72800.24
4,Summer,skincare,41.21,95,133,Male,204,7,11,12,7.63,356,18,108.45,Fail,0.182,Road,Route A,154.84,Mumbai,1.1,6029.02
8,Rainy,skincare,88.12,22,1511,Male,314,12,272,8,15.43,1226,35,90.63,Pass,0.173,Air,Route B,184.9,Kolkata,0.95,126491.85
6,Rainy,skincare,40.9,46,1832,Non-binary,227,17,294,8,5.31,253,15,58.6,Pass,0.138,Sea,Route A,71.11,Delhi,0.95,71182.36
8,Rainy,haircare,45.47,72,1624,Female,269,12,141,10,7.07,1042,30,41.05,Pass,0.196,Rail,Route B,163.04,Delhi,0.95,70151.12
1,Winter,skincare,58.75,36,994,Male,444,5,243,10,15.88,1435,5,76.62,Pass,0.246,Road,Route A,231.17,Kolkata,0.9,52557.75
8,Rainy,haircare,133.14,34,561,Male,369,18,252,8,16.96,1145,29,113.52,Pass,0.24,Air,Route B,104.22,Chennai,0.95,70956.96
4,Summer,haircare,140.95,58,548,Male,342,5,182,13,8.93,116,25,78.01,Pass,0.202,Rail,Route B,44.94,Mumbai,1.1,84964.66
11,Festive,skincare,129.15,23,928,Female,108,5,273,11,5.62,1245,38,108.94,Pending,0.034,Sea,Route A,40.94,Mumbai,1.3,155806.56
1,Winter,skincare,70.09,36,1337,Male,377,7,51,10,15.09,855,7,90.56,Fail,0.215,Road,Route A,46.84,Bangalore,0.9,84339.3
8,Rainy,skincare,62.69,30,1169,Female,381,3,154,6,21.49,750,11,32.02,Fail,0.148,Air,Route B,196.72,Hyderabad,0.95,69620.38
4,Summer,haircare,95.9,31,504,Non-binary,55,1,63,3,7.43,630,15,90.29,Pending,0.133,Rail,Route C,221.79,Mumbai,1.1,53166.96
6,Rainy,haircare,116.62,51,432,Female,23,6,169,10,18.21,1119,35,80.62,Pass,0.136,Rail,Route B,40.76,Kolkata,0.95,47860.85
8,Rainy,haircare,149.2,46,339,Male,253,7,232,7,11.49,152,30,56.05,Fail,0.064,Air,Route C,185.68,Hyderabad,0.95,48049.86
4,Summer,haircare,45.79,63,1377,Non-binary,349,8,232,7,23.75,800,27,115.35,Fail,0.052,Air,Route A,103.35,Mumbai,1.1,69358.11
3,Summer,skincare,35.92,62,327,Female,288,14,52,10,4.82,673,20,52.98,Pending,0.112,Rail,Route B,121.95,Bangalore,1.1,12920.42
9,Rainy,haircare,113.32,68,832,Male,89,15,78,14,3.88,877,23,28.42,Pass,0.158,Rail,Route C,233.75,Kolkata,0.95,89568.13
3,Summer,haircare,129.87,92,990,Non-binary,26,7,109,2,5.73,1105,24,44.76,Fail,0.163,Air,Route B,184.28,Delhi,1.1,141428.43
9,Rainy,skincare,131.56,62,265,Non-binary,175,7,213,3,20.21,968,14,63.63,Fail,0.131,Sea,Route A,152.38,Bangalore,0.95,33120.23
2,Winter,haircare,111.42,22,684,Female,462,1,217,12,23.3,1476,26,108.98,Fail,0.205,Sea,Route B,142.25,Bangalore,0.9,68590.15
2,Winter,haircare,144.48,48,836,Male,397,9,281,4,21.09,1363,27,22.87,Fail,0.231,Road,Route B,157.83,Mumbai,0.9,108706.75
2,Winter,skincare,91.32,54,1634,Female,312,7,170,2,18.79,1395,12,99.74,Pass,0.054,Rail,Route A,88.94,Chennai,0.9,134295.19
6,Rainy,haircare,139.66,67,697,Non-binary,418,7,163,5,4.27,1190,17,47.67,Pass,0.184,Rail,Route A,183.68,Delhi,0.95,92475.87
3,Summer,haircare,146.14,93,692,Non-binary,305,18,288,3,7.7,870,17,80.25,Fail,0.058,Sea,Route B,65.0,Kolkata,1.1,111241.77
9,Rainy,haircare,131.66,58,826,Male,379,14,98,4,23.58,698,11,57.85,Pending,0.211,Air,Route C,207.14,Kolkata,0.95,103313.6
4,Summer,haircare,67.17,43,1799,Non-binary,93,15,191,13,16.7,720,33,46.38,Pass,0.127,Sea,Route C,91.8,Bangalore,1.1,132922.71
1,Winter,skincare,53.55,39,1513,Male,31,18,56,9,13.3,401,13,70.74,Fail,0.093,Road,Route A,40.0,Chennai,0.9,72919.04
4,Summer,haircare,95.77,34,1875,Female,356,10,253,12,17.35,1449,30,57.45,Pass,0.191,Road,Route A,196.14,Mumbai,1.1,197525.63
1,Winter,skincare,84.36,95,1546,Non-binary,131,3,258,5,6.93,635,10,59.32,Fail,0.018,Sea,Route B,214.37,Delhi,0.9,117378.5
5,Summer,haircare,135.33,37,1024,Non-binary,49,11,250,10,22.64,981,37,36.1,Fail,0.142,Air,Route B,198.96,Kolkata,1.1,152435.71
4,Summer,skincare,42.0,79,1534,Male,404,1,127,7,17.44,458,33,34.22,Pass,0.136,Road,Route A,100.76,Delhi,1.1,70870.8
8,Rainy,skincare,60.93,60,1704,Male,55,2,173,13,13.37,775,23,46.12,Pending,0.217,Air,Route C,74.0,Hyderabad,0.95,98633.48
8,Rainy,skincare,120.22,88,748,Female,398,16,180,2,13.06,950,36,78.84,Fail,0.08,Air,Route C,43.63,Kolkata,0.95,85428.33
7,Rainy,haircare,41.4,94,1787,Male,363,3,14,7,21.09,210,25,43.3,Fail,0.076,Rail,Route C,56.59,Kolkata,0.95,70282.71
3,Summer,haircare,68.49,30,546,Non-binary,249,17,269,8,9.77,998,21,97.33,Pass,0.024,Sea,Route A,120.54,Kolkata,1.1,41135.09
1,Winter,haircare,76.46,75,1526,Female,296,3,67,13,6.02,1028,38,101.46,Pending,0.136,Sea,Route C,99.74,Hyderabad,0.9,105010.16
1,Winter,skincare,104.71,37,196,Female,125,11,209,5,7.08,980,23,36.15,Pass,0.006,Sea,Route A,233.64,Kolkata,0.9,18470.84
12,Festive,haircare,48.98,31,478,Female,307,4,147,9,4.78,1309,15,117.61,Fail,0.234,Sea,Route B,87.87,Bangalore,1.3,30436.17
11,Festive,haircare,133.27,35,769,Male,269,7,246,13,14.17,644,27,46.64,Pass,0.059,Air,Route A,149.45,Delhi,1.3,133230.02
3,Summer,haircare,83.71,46,1309,Male,82,16,157,11,17.9,188,27,27.28,Fail,0.111,Sea,Route B,241.22,Mumbai,1.1,120534.03
6,Rainy,haircare,140.04,36,1803,Non-binary,485,17,297,4,23.55,283,38,63.84,Pending,0.039,Sea,Route B,131.21,Kolkata,0.95,239867.51
7,Rainy,skincare,86.14,50,1367,Female,416,11,228,8,19.52,589,39,38.16,Fail,0.084,Sea,Route B,229.1,Bangalore,0.95,111865.71
6,Rainy,skincare,63.0,54,730,Female,440,4,186,8,15.83,187,21,98.44,Pending,0.228,Rail,Route A,203.45,Bangalore,0.95,43690.5
6,Rainy,haircare,47.02,46,807,Female,63,3,291,5,22.01,852,17,31.5,Fail,0.245,Rail,Route A,110.94,Kolkata,0.95,36047.88
6,Rainy,haircare,30.45,51,602,Non-binary,168,16,172,2,22.63,1347,36,68.36,Pass,0.071,Sea,Route B,181.93,Hyderabad,0.95,17414.35
3,Summer,haircare,93.86,36,387,Male,421,2,293,13,18.67,182,21,28.37,Pending,0.204,Air,Route B,101.8,Mumbai,1.1,39956.2
6,Rainy,skincare,42.86,30,468,Female,65,5,195,11,4.24,1463,10,109.87,Fail,0.041,Rail,Route A,104.8,Chennai,0.95,19055.56
8,Rainy,haircare,77.01,20,164,Male,194,18,15,11,9.42,719,29,50.86,Pass,0.034,Air,Route A,184.77,Delhi,0.95,11998.16
11,Festive,skincare,100.71,68,261,Male,173,3,59,7,10.4,387,7,81.68,Fail,0.034,Rail,Route B,153.94,Chennai,1.3,34170.9
11,Festive,skincare,63.08,60,696,Male,280,2,55,11,24.94,239,19,92.94,Pass,0.236,Rail,Route A,41.51,Bangalore,1.3,57074.78
2,Winter,haircare,51.03,39,1026,Male,152,2,226,13,13.21,1435,22,23.21,Pass,0.175,Air,Route B,212.28,Mumbai,0.9,47121.1
5,Summer,haircare,122.97,90,670,Male,306,2,218,13,19.76,1249,14,58.15,Pending,0.145,Air,Route C,61.39,Bangalore,1.1,90628.89
1,Winter,haircare,143.61,56,1073,Non-binary,175,16,105,13,20.9,673,9,48.33,Pass,0.048,Road,Route C,173.86,Kolkata,0.9,138684.18
12,Festive,skincare,42.05,35,1917,Male,352,1,34,8,17.37,1225,25,74.61,Fail,0.132,Sea,Route A,173.48,Mumbai,1.3,104792.8
